image_name,weather,scene,timeofday,gt_count,pred_count,tp,fp,fn,precision,recall,f1
b20b69d2-ffc1d6af.jpg,clear,residential,daytime,10,6,5,1,5,0.8333333333333334,0.5,0.625
b20b9c19-91e01a50.jpg,overcast,highway,daytime,24,11,7,4,17,0.6363636363636364,0.2916666666666667,0.4
b20d494a-cdebe83e.jpg,clear,highway,daytime,8,5,4,1,4,0.8,0.5,0.6153846153846154
b20e291a-32ac11c1.jpg,undefined,city street,daytime,23,9,7,2,16,0.7777777777777778,0.30434782608695654,0.43750000000000006
b20e291a-6012d836.jpg,clear,residential,daytime,28,18,16,2,12,0.8888888888888888,0.5714285714285714,0.6956521739130435
b20eae11-149766ce.jpg,rainy,city street,night,16,10,8,2,8,0.8,0.5,0.6153846153846154
b20eae11-18cd8ca2.jpg,rainy,highway,night,5,0,0,0,5,0.0,0.0,0.0
b20eae11-6817ba7a.jpg,rainy,city street,night,14,4,4,0,10,1.0,0.2857142857142857,0.4444444444444445
b20ff95c-b9444127.jpg,clear,city street,daytime,11,3,3,0,8,1.0,0.2727272727272727,0.42857142857142855
b2102d00-5eb86b71.jpg,clear,city street,night,14,8,7,1,7,0.875,0.5,0.6363636363636364
b2102d00-a8c09be1.jpg,clear,city street,night,21,10,9,1,12,0.9,0.42857142857142855,0.5806451612903225
b2131b7b-e58faab7.jpg,clear,city street,night,31,1,1,0,30,1.0,0.03225806451612903,0.0625
b213e4eb-09c01a17.jpg,partly cloudy,city street,daytime,19,9,5,4,14,0.5555555555555556,0.2631578947368421,0.35714285714285715
b214d1e1-f248c616.jpg,clear,city street,night,26,10,8,2,18,0.8,0.3076923076923077,0.4444444444444444
b21547c1-73e457f8.jpg,clear,residential,night,19,6,5,1,14,0.8333333333333334,0.2631578947368421,0.39999999999999997
b21547c1-796757ac.jpg,clear,city street,night,17,4,3,1,14,0.75,0.17647058823529413,0.2857142857142857
b2156f8e-72e1547c.jpg,rainy,highway,daytime,7,0,0,0,7,0.0,0.0,0.0
b215943a-10e44587.jpg,undefined,city street,daytime,10,5,5,0,5,1.0,0.5,0.6666666666666666
b216243d-55963da2.jpg,clear,city street,night,30,10,9,1,21,0.9,0.3,0.45000000000000007
b216243d-ad4306b9.jpg,clear,city street,dawn/dusk,12,12,8,4,4,0.6666666666666666,0.6666666666666666,0.6666666666666666
b2169b74-fa197951.jpg,clear,highway,daytime,29,6,3,3,26,0.5,0.10344827586206896,0.17142857142857143
b21742c2-0e7a2b57.jpg,undefined,city street,daytime,11,10,5,5,6,0.5,0.45454545454545453,0.47619047619047616
b21742c2-18d3463a.jpg,undefined,city street,daytime,28,14,14,0,14,1.0,0.5,0.6666666666666666
b2194b15-1825056a.jpg,clear,city street,night,19,9,3,6,16,0.3333333333333333,0.15789473684210525,0.21428571428571427
b21ac8b3-9b9cb45a.jpg,clear,highway,night,11,5,4,1,7,0.8,0.36363636363636365,0.5000000000000001
b21bfb83-ea32f716.jpg,clear,city street,night,44,14,7,7,37,0.5,0.1590909090909091,0.2413793103448276
b21c68e6-65674a17.jpg,clear,city street,night,22,1,1,0,21,1.0,0.045454545454545456,0.08695652173913045
b21c86ac-0dc77d82.jpg,overcast,city street,dawn/dusk,10,8,7,1,3,0.875,0.7,0.7777777777777777
b21c86ac-2eb7ba16.jpg,partly cloudy,city street,dawn/dusk,23,14,11,3,12,0.7857142857142857,0.4782608695652174,0.5945945945945946
b21c86ac-71205084.jpg,overcast,city street,dawn/dusk,15,7,7,0,8,1.0,0.4666666666666667,0.6363636363636364
b21d5efb-5e2cd743.jpg,clear,city street,night,16,7,7,0,9,1.0,0.4375,0.6086956521739131
b2208b0f-2796a692.jpg,clear,city street,daytime,27,13,9,4,18,0.6923076923076923,0.3333333333333333,0.45
b222c329-5dc8dbf7.jpg,partly cloudy,city street,daytime,30,10,10,0,20,1.0,0.3333333333333333,0.5
b229488e-e4714bb7.jpg,clear,highway,night,18,1,1,0,17,1.0,0.05555555555555555,0.10526315789473684
b22a4d9f-48b2e986.jpg,partly cloudy,highway,daytime,18,4,4,0,14,1.0,0.2222222222222222,0.3636363636363636
b22a4d9f-73cc8810.jpg,partly cloudy,city street,daytime,18,10,9,1,9,0.9,0.5,0.6428571428571429
b22e02cd-6af68e18.jpg,clear,city street,night,8,4,2,2,6,0.5,0.25,0.3333333333333333
b22f174d-a19c875e.jpg,clear,city street,night,20,11,9,2,11,0.8181818181818182,0.45,0.5806451612903226
